,序號,券商,價格,買進股數,賣出股數
1748,3497,9218凱基大直,573.0,0,16
1748,3498,921C凱基民權,558.0,1000,0
1749,3499,921C凱基民權,560.0,1000,0
1749,3500,921C凱基民權,561.0,0,10
1750,3501,921C凱基民權,565.0,50,0
1750,3502,921E凱基三峽,565.0,0,40
1751,3503,921F凱基天母,560.0,100,0
1751,3504,921F凱基天母,561.0,1000,0
1752,3505,921F凱基天母,562.0,0,3000
1752,3506,921F凱基天母,563.0,10,1000
1753,3507,921F凱基天母,566.0,3000,0
1753,3508,921F凱基天母,572.0,10,0
1754,3509,921G凱基五股,560.0,1100,0
1754,3510,921G凱基五股,564.0,0,1000
1755,3511,921G凱基五股,565.0,1000,0
1755,3512,921G凱基五股,567.0,5000,0
1756,3513,921J凱基土城,563.0,2000,1000
1756,3514,921J凱基土城,564.0,1100,0
1757,3515,921J凱基土城,565.0,0,30
1757,3516,921J凱基土城,567.0,1000,0
1758,3517,921M凱基八德,560.0,4000,2000
1758,3518,921M凱基八德,562.0,1000,0
1759,3519,921M凱基八德,563.0,100,0
1759,3520,921M凱基八德,564.0,1000,0
1760,3521,921M凱基八德,566.0,18,0
1760,3522,921M凱基八德,572.0,100,0
1761,3523,921S凱基幸福,560.0,3000,0
1761,3524,921S凱基幸福,561.0,200,0
1762,3525,921S凱基幸福,563.0,1000,0
1762,3526,921S凱基幸福,564.0,0,200
1763,3527,921S凱基幸福,569.0,0,1000
1763,3528,921Y凱基東勢,560.0,0,2000
1764,3529,921Y凱基東勢,563.0,2100,0
1764,3530,921Y凱基東勢,564.0,100,0
1765,3531,921Y凱基東勢,573.0,0,1000
1765,3532,9223凱基豐中,559.0,1000,0
1766,3533,9223凱基豐中,560.0,1050,0
1766,3534,9223凱基豐中,562.0,1000,0
1767,3535,9223凱基豐中,563.0,1050,0
1767,3536,9223凱基豐中,565.0,5,80
1768,3537,9223凱基豐中,569.0,0,1000
1768,3538,9224凱基新莊,562.0,4000,0
1769,3539,9224凱基新莊,563.0,25,0
1769,3540,9224凱基新莊,565.0,0,2000
1770,3541,9224凱基新莊,566.0,0,1000
1770,3542,9224凱基新莊,568.0,0,1000
1771,3543,9225凱基內埔,565.0,10,0
1771,3544,9226凱基汐止,560.0,2000,0
1772,3545,9226凱基汐止,565.0,10,0
1772,3546,9226凱基汐止,568.0,1000,0
1773,3547,9227凱基城中,558.0,0,3000
1773,3548,9227凱基城中,559.0,2000,0
1774,3549,9227凱基城中,560.0,8000,8000
1774,3550,9227凱基城中,561.0,1000,1000
1775,3551,9227凱基城中,562.0,0,1000
1775,3552,9227凱基城中,563.0,0,1000
1776,3553,9227凱基城中,565.0,1000,1000
1776,3554,9227凱基城中,569.0,0,1000
1777,3555,9227凱基城中,570.0,0,1000
1777,3556,9227凱基城中,573.0,1000,0
1778,3557,9229凱基中山,558.0,0,1000
1778,3558,9229凱基中山,560.0,1000,0
1779,3559,9229凱基中山,561.0,2000,0
1779,3560,9229凱基中山,562.0,2000,0
1780,3561,9229凱基中山,563.0,1100,0
1780,3562,9229凱基中山,564.0,12100,1000
1781,3563,9229凱基中山,565.0,20,0
1781,3564,9229凱基中山,574.0,1000,0
1782,3565,922C凱基屏東,560.0,1000,0
1782,3566,922C凱基屏東,561.0,5000,0
1783,3567,922C凱基屏東,563.0,0,1000
1783,3568,922C凱基屏東,564.0,0,50
1784,3569,922H凱基復興,560.0,2020,0
1784,3570,922H凱基復興,561.0,1000,98
1785,3571,922H凱基復興,562.0,1000,2000
1785,3572,922H凱基復興,563.0,1500,1000
1786,3573,922H凱基復興,564.0,0,1000
1786,3574,922H凱基復興,565.0,0,1000
1787,3575,922H凱基復興,566.0,2100,0
1787,3576,922H凱基復興,569.0,1000,0
1788,3577,922H凱基復興,570.0,0,2000
1788,3578,922H凱基復興,571.0,2000,3000
1789,3579,922H凱基復興,574.0,0,1000
1789,3580,9231凱基員林,559.0,2000,0
1790,3581,9231凱基員林,560.0,12000,1000
1790,3582,9231凱基員林,561.0,11000,0
1791,3583,9231凱基員林,562.0,30001,0
1791,3584,9231凱基員林,564.0,1200,71000
1792,3585,9231凱基員林,565.0,10000,19000
1792,3586,9231凱基員林,566.0,0,1000
1793,3587,9231凱基員林,567.0,0,1000
1793,3588,9231凱基員林,570.0,11000,0
1794,3589,9231凱基員林,573.0,0,1000
1794,3590,9233凱基長庚,558.0,0,2000
1795,3591,9233凱基長庚,560.0,5070,0
1795,3592,9233凱基長庚,561.0,100,1000
1796,3593,9233凱基長庚,562.0,2000,0
1796,3594,9233凱基長庚,563.0,0,23
1797,3595,9233凱基長庚,564.0,1000,0
1797,3596,9233凱基長庚,565.0,10090,0
1798,3597,9233凱基長庚,566.0,1000,1000
1798,3598,9233凱基長庚,567.0,1000,0
1799,3599,9233凱基長庚,570.0,1000,0
1799,3600,9233凱基長庚,571.0,0,2000
1800,3601,9233凱基長庚,573.0,1000,4000
1800,3602,9234凱基竹北,559.0,0,1000
1801,3603,9234凱基竹北,560.0,4000,1000
1801,3604,9234凱基竹北,561.0,4000,0
1802,3605,9234凱基竹北,562.0,2000,0
1802,3606,9234凱基竹北,563.0,253,1000
1803,3607,9234凱基竹北,564.0,0,2000
1803,3608,9234凱基竹北,565.0,1037,2100
1804,3609,9234凱基竹北,566.0,200,1000
1804,3610,9234凱基竹北,570.0,1000,1000
1805,3611,9234凱基竹北,571.0,0,1000
1805,3612,9234凱基竹北,573.0,2000,0
1806,3613,9235凱基永華,561.0,10000,0
1806,3614,9235凱基永華,563.0,0,8000
1807,3615,9235凱基永華,565.0,1100,2000
1807,3616,9235凱基永華,573.0,1000,0
1808,3617,9236凱基虎尾,559.0,0,1000
1808,3618,9236凱基虎尾,561.0,3000,100
1809,3619,9236凱基虎尾,562.0,25,0
1809,3620,9236凱基虎尾,563.0,0,1000
1810,3621,9236凱基虎尾,565.0,0,2100
1810,3622,9236凱基虎尾,568.0,1000,0
1811,3623,9237凱基敦北,560.0,1000,0
1811,3624,9237凱基敦北,561.0,3000,0
1812,3625,9237凱基敦北,562.0,2000,0
1812,3626,9237凱基敦北,563.0,0,1000
1813,3627,9237凱基敦北,564.0,40,0
1813,3628,9237凱基敦北,565.0,50,0
1814,3629,9237凱基敦北,568.0,0,1000
1814,3630,9237凱基敦北,569.0,0,1000
1815,3631,9238凱基士林,560.0,0,30
1815,3632,9238凱基士林,561.0,1002,0
1816,3633,9238凱基士林,562.0,100,2000
1816,3634,9238凱基士林,563.0,10,0
1817,3635,9238凱基士林,564.0,1100,0
1817,3636,9238凱基士林,566.0,1500,0
1818,3637,9238凱基士林,567.0,0,200
1818,3638,9238凱基士林,568.0,300,0
1819,3639,9238凱基士林,571.0,1000,0
1819,3640,9238凱基士林,573.0,1000,200
1820,3641,9239凱基市政,559.0,1000,0
1820,3642,9239凱基市政,560.0,10000,0
1821,3643,9239凱基市政,561.0,1000,2000
1821,3644,9239凱基市政,562.0,4000,8000
1822,3645,9239凱基市政,563.0,6100,11000
1822,3646,9239凱基市政,564.0,2230,2500
1823,3647,9239凱基市政,565.0,2000,501
1823,3648,9239凱基市政,566.0,1000,1000
1824,3649,9239凱基市政,567.0,0,2300
1824,3650,9239凱基市政,569.0,2000,0
1825,3651,9239凱基市政,570.0,2000,0
1825,3652,9239凱基市政,571.0,0,1000
1826,3653,9239凱基市政,572.0,0,1000
1826,3654,9239凱基市政,573.0,0,1000
1827,3655,9252凱基嘉義,561.0,1000,0
1827,3656,9252凱基嘉義,563.0,0,1000
1828,3657,9254凱基科園,560.0,2000,0
1828,3658,9254凱基科園,563.0,1000,0
1829,3659,9254凱基科園,564.0,50,0
1829,3660,9254凱基科園,565.0,50,0
1830,3661,9254凱基科園,566.0,100,1000
1830,3662,9254凱基科園,567.0,1000,0
1831,3663,9254凱基科園,572.0,0,1000
1831,3664,9254凱基科園,573.0,0,104
1832,3665,9255凱基和平,559.0,1000,0
1832,3666,9255凱基和平,560.0,2000,4000
1833,3667,9255凱基和平,561.0,0,1000
1833,3668,9255凱基和平,563.0,10,0
1834,3669,9255凱基和平,564.0,1000,0
1834,3670,9255凱基和平,565.0,10,0
1835,3671,9255凱基和平,566.0,1000,0
1835,3672,9255凱基和平,570.0,1010,0
1836,3673,9256凱基南崁,560.0,1000,0
1836,3674,9256凱基南崁,561.0,200,0
1837,3675,9256凱基南崁,562.0,1000,0
1837,3676,9256凱基南崁,563.0,2000,0
1838,3677,9256凱基南崁,564.0,100,0
1838,3678,9256凱基南崁,565.0,1000,6000
1839,3679,9256凱基南崁,566.0,5000,0
1839,3680,9256凱基南崁,567.0,0,100
1840,3681,9257凱基林口,560.0,1000,1000
1840,3682,9257凱基林口,561.0,0,50
1841,3683,9257凱基林口,563.0,50,0
1841,3684,9257凱基林口,564.0,0,50
1842,3685,9258凱基羅東,561.0,0,2000
1842,3686,9258凱基羅東,562.0,0,1000
1843,3687,9258凱基羅東,564.0,0,2000
1843,3688,9266凱基新豐,561.0,165,1000
1844,3689,9266凱基新豐,562.0,3000,0
1844,3690,9266凱基新豐,563.0,2050,0
1845,3691,9266凱基新豐,564.0,220,1100
1845,3692,9266凱基新豐,567.0,20,1000
1846,3693,9266凱基新豐,569.0,1000,0
1846,3694,9266凱基新豐,573.0,0,1030
1847,3695,9268凱基台北,558.0,24000,1000
1847,3696,9268凱基台北,559.0,55000,2000
1848,3697,9268凱基台北,560.0,128000,84000
1848,3698,9268凱基台北,561.0,40000,31000
1849,3699,9268凱基台北,562.0,108000,35000
1849,3700,9268凱基台北,563.0,190270,106000
1850,3701,9268凱基台北,564.0,81200,101000
1850,3702,9268凱基台北,565.0,101000,80000
1851,3703,9268凱基台北,566.0,58000,33000
1851,3704,9268凱基台北,567.0,22000,40000
1852,3705,9268凱基台北,568.0,39100,28000
1852,3706,9268凱基台北,569.0,22000,6000
1853,3707,9268凱基台北,570.0,21050,5000
1853,3708,9268凱基台北,571.0,30000,8100
1854,3709,9268凱基台北,572.0,15000,7000
1854,3710,9268凱基台北,573.0,3000,19000
1855,3711,9268凱基台北,574.0,9000,6000
1855,3712,9268凱基台北,575.0,13000,0
1856,3713,9272凱基竹科,559.0,2000,0
1856,3714,9272凱基竹科,560.0,6000,3000
1857,3715,9272凱基竹科,561.0,6000,0
1857,3716,9272凱基竹科,562.0,2000,3000
1858,3717,9272凱基竹科,563.0,2000,2000
1858,3718,9272凱基竹科,564.0,2100,2000
1859,3719,9272凱基竹科,565.0,200,2000
1859,3720,9272凱基竹科,566.0,3000,1000
1860,3721,9272凱基竹科,567.0,0,1000
1860,3722,9272凱基竹科,569.0,0,1000
1861,3723,9272凱基竹科,570.0,0,1000
1861,3724,9272凱基竹科,572.0,1000,0
1862,3725,9273凱基竹東,560.0,1000,0
1862,3726,9273凱基竹東,561.0,1000,0
1863,3727,9273凱基竹東,563.0,1000,0
1863,3728,9273凱基竹東,564.0,0,1000
1864,3729,9273凱基竹東,566.0,1000,0
1864,3730,9273凱基竹東,573.0,1000,0
1865,3731,9274凱基鳳山,559.0,1000,0
1865,3732,9274凱基鳳山,564.0,3,0
1866,3733,9274凱基鳳山,566.0,5,0
1866,3734,9274凱基鳳山,568.0,0,1000
1867,3735,9275凱基三多,561.0,1000,0
1867,3736,9275凱基三多,562.0,1000,0
1868,3737,9275凱基三多,563.0,1000,0
1868,3738,9275凱基三多,564.0,2000,100
1869,3739,9275凱基三多,565.0,45,0
1869,3740,9275凱基三多,566.0,10,1000
1870,3741,9275凱基三多,570.0,0,1018
1870,3742,9276凱基苗栗,560.0,1000,0
1871,3743,9276凱基苗栗,563.0,10,0
1871,3744,9276凱基苗栗,565.0,1000,0
1872,3745,9276凱基苗栗,571.0,0,1000
1872,3746,9278凱基永康,561.0,2000,0
1873,3747,9278凱基永康,563.0,50,0
1873,3748,9278凱基永康,565.0,100,0
1874,3749,9278凱基永康,573.0,200,0
1874,3750,9283凱基北門,560.0,5,1000
1875,3751,9283凱基北門,562.0,0,7000
1875,3752,9283凱基北門,563.0,5,12000
1876,3753,9283凱基北門,564.0,0,20
1876,3754,9283凱基北門,565.0,3,0
1877,3755,9283凱基北門,573.0,1000,0
1877,3756,9285凱基中壢,560.0,1000,5000
1878,3757,9285凱基中壢,561.0,2000,2000
1878,3758,9285凱基中壢,562.0,3070,0
1879,3759,9285凱基中壢,563.0,1020,1000
1879,3760,9285凱基中壢,564.0,35,0
1880,3761,9285凱基中壢,565.0,110,20
1880,3762,9285凱基中壢,567.0,1000,0
1881,3763,9285凱基中壢,568.0,1000,0
1881,3764,9285凱基中壢,571.0,2000,0
1882,3765,9285凱基中壢,573.0,1000,2000
1882,3766,9287凱基內湖,560.0,1000,0
1883,3767,9287凱基內湖,562.0,3000,1000
1883,3768,9288凱基埔墘,560.0,0,1000
1884,3769,9288凱基埔墘,561.0,10,0
1884,3770,9288凱基埔墘,562.0,1000,0
1885,3771,9288凱基埔墘,563.0,100,1000
1885,3772,9288凱基埔墘,568.0,1000,0
1886,3773,9289凱基興隆,560.0,7000,10000
1886,3774,9289凱基興隆,561.0,100,0
1887,3775,9289凱基興隆,563.0,0,100
1887,3776,9289凱基興隆,565.0,3000,0
1888,3777,9289凱基興隆,566.0,5000,0
1888,3778,9289凱基興隆,570.0,2000,0
1889,3779,9291凱基大安,561.0,1000,2000
1889,3780,9291凱基大安,563.0,0,200
1890,3781,9291凱基大安,565.0,0,200
1890,3782,9291凱基大安,566.0,0,100
1891,3783,9291凱基大安,570.0,0,100
1891,3784,9291凱基大安,574.0,2000,0
1892,3785,9296凱基頭份,560.0,1000,0
1892,3786,9296凱基頭份,562.0,1000,0
1893,3787,9297凱基文心,561.0,20,100
1893,3788,9297凱基文心,562.0,1000,0
1894,3789,9297凱基文心,563.0,10,1000
1894,3790,9300華南永昌,559.0,2000,0
1895,3791,9300華南永昌,560.0,5050,2300
1895,3792,9300華南永昌,561.0,2110,0
1896,3793,9300華南永昌,562.0,1050,1022
1896,3794,9300華南永昌,563.0,2000,1000
1897,3795,9300華南永昌,564.0,3005,3000
1897,3796,9300華南永昌,565.0,2010,250
1898,3797,9300華南永昌,566.0,0,100
1898,3798,9300華南永昌,568.0,1210,0
1899,3799,9300華南永昌,571.0,2000,0
1899,3800,9300華南永昌,572.0,0,100
1900,3801,9300華南永昌,573.0,1000,0
1900,3802,9300華南永昌,574.0,0,1000
1901,3803,9302華南台中,560.0,2010,2100
1901,3804,9302華南台中,561.0,6012,40
1902,3805,9302華南台中,562.0,0,2000
1902,3806,9302華南台中,563.0,2000,0
1903,3807,9302華南台中,564.0,1000,40
1903,3808,9302華南台中,565.0,142,0
1904,3809,9302華南台中,566.0,2000,1000
1904,3810,9302華南台中,567.0,1000,0
1905,3811,9302華南台中,569.0,0,1000
1905,3812,9302華南台中,571.0,0,7
1906,3813,9303華南高雄,558.0,1000,0
1906,3814,9303華南高雄,560.0,0,2001
1907,3815,9303華南高雄,561.0,1000,0
1907,3816,9303華南高雄,562.0,3000,2000
1908,3817,9303華南高雄,563.0,1000,999
1908,3818,9303華南高雄,564.0,50,2498
1909,3819,9303華南高雄,565.0,1000,1001
1909,3820,9303華南高雄,567.0,1000,0
1910,3821,9303華南高雄,568.0,1000,0
1910,3822,9303華南高雄,569.0,0,281
1911,3823,9303華南高雄,572.0,1000,0
1911,3824,9305華南新莊,562.0,1000,0
1912,3825,9305華南新莊,565.0,6000,6000
1912,3826,9305華南新莊,570.0,0,1000
1913,3827,9306華南台南,561.0,60,0
1913,3828,9306華南台南,563.0,0,1000
1914,3829,9306華南台南,565.0,20,0
1914,3830,9306華南台南,566.0,0,4
1915,3831,9307華南大安,560.0,2000,1000
1915,3832,9307華南大安,563.0,2000,1000
1916,3833,9307華南大安,564.0,30,0
1916,3834,9307華南大安,565.0,1000,2000
1917,3835,9307華南大安,567.0,1000,0
1917,3836,9307華南大安,569.0,0,1000
1918,3837,9308華南麻豆,558.0,1000,0
1918,3838,9308華南麻豆,560.0,3000,0
1919,3839,9308華南麻豆,561.0,200,0
1919,3840,9308華南麻豆,562.0,1000,0
1920,3841,9308華南麻豆,563.0,50,0
1920,3842,9308華南麻豆,564.0,50,1000
1921,3843,9308華南麻豆,565.0,360,0
1921,3844,9308華南麻豆,569.0,0,1000
1922,3845,9309華南古亭,557.0,1000,0
1922,3846,9309華南古亭,559.0,0,1000
1923,3847,9309華南古亭,564.0,0,1005
1923,3848,9309華南古亭,569.0,1000,0
1924,3849,9312華南民權,558.0,1000,0
1924,3850,9312華南民權,560.0,1000,0
1925,3851,9312華南民權,561.0,2000,1000
1925,3852,9312華南民權,563.0,28,0
1926,3853,9314華南嘉義,561.0,1000,1000
1926,3854,9314華南嘉義,562.0,0,1000
1927,3855,9314華南嘉義,563.0,200,0
1927,3856,9314華南嘉義,565.0,2100,0
1928,3857,9314華南嘉義,566.0,50,0
1928,3858,9315華南苑裡,560.0,0,1000
1929,3859,9315華南苑裡,562.0,20,0
1929,3860,9315華南苑裡,564.0,1000,0
1930,3861,9315華南苑裡,565.0,50,0
1930,3862,9316華南淡水,562.0,200,1000
1931,3863,9316華南淡水,563.0,100,0
1931,3864,9316華南淡水,564.0,100,0
1932,3865,9316華南淡水,565.0,100,0
1932,3866,9316華南淡水,566.0,0,1000
1933,3867,9317華南林口,559.0,0,1000
1933,3868,9317華南林口,561.0,50,1000
1934,3869,9317華南林口,562.0,0,1000
1934,3870,9317華南林口,563.0,100,1000
1935,3871,9317華南林口,564.0,0,1000
1935,3872,9317華南林口,565.0,1050,0
1936,3873,9317華南林口,566.0,1010,0
1936,3874,9319華南鶯歌,560.0,0,3000
1937,3875,9319華南鶯歌,562.0,0,2000
1937,3876,9319華南鶯歌,563.0,0,1000
1938,3877,9319華南鶯歌,567.0,3000,0
1938,3878,9322華南公誠,560.0,3000,2000
1939,3879,9322華南公誠,561.0,1000,0
1939,3880,9322華南公誠,562.0,2000,0
1940,3881,9322華南公誠,563.0,2000,24000
1940,3882,9322華南公誠,564.0,100,0
1941,3883,9322華南公誠,568.0,1000,0
1941,3884,9322華南公誠,570.0,1000,0
1942,3885,9323華南小港,560.0,2000,3000
1942,3886,9323華南小港,562.0,1000,0
1943,3887,9323華南小港,565.0,0,5
1943,3888,9324華南岡山,558.0,1000,0
1944,3889,9324華南岡山,561.0,200,0
1944,3890,9324華南岡山,562.0,1000,0
1945,3891,9324華南岡山,563.0,0,1000
1945,3892,9324華南岡山,564.0,3000,1000
1946,3893,9324華南岡山,568.0,0,1000
1946,3894,9325華南忠孝,560.0,7,0
1947,3895,9325華南忠孝,561.0,8,0
1947,3896,9325華南忠孝,562.0,0,1000
1948,3897,9325華南忠孝,564.0,3350,0
1948,3898,9325華南忠孝,565.0,505,0
1949,3899,9325華南忠孝,566.0,1000,0
1949,3900,9325華南忠孝,568.0,0,3000
1950,3901,9325華南忠孝,573.0,0,1000
1950,3902,9326華南南京,558.0,1000,0
1951,3903,9326華南南京,560.0,100,2000
1951,3904,9326華南南京,561.0,2000,0
1952,3905,9326華南南京,562.0,10,0
1952,3906,9326華南南京,563.0,2100,1000
1953,3907,9326華南南京,564.0,2100,0
1953,3908,9326華南南京,566.0,6,0
1954,3909,9326華南南京,570.0,200,1000
1954,3910,9327華南斗六,560.0,0,13
1955,3911,9327華南斗六,562.0,1000,5000
1955,3912,9327華南斗六,564.0,130,0
1956,3913,9327華南斗六,565.0,50,0
1956,3914,9327華南斗六,567.0,1000,0
1957,3915,9327華南斗六,568.0,50,0
1957,3916,9327華南斗六,572.0,0,1000
1958,3917,9328華南潮州,561.0,3000,0
1958,3918,9328華南潮州,563.0,4000,2000
1959,3919,9328華南潮州,568.0,10,0
1959,3920,9328華南潮州,569.0,0,2000
1960,3921,9328華南潮州,571.0,0,100
1960,3922,9329華南朴子,560.0,1000,3050
1961,3923,9329華南朴子,561.0,0,1000
1961,3924,9329華南朴子,562.0,0,1000
1962,3925,9329華南朴子,564.0,1000,200
1962,3926,9329華南朴子,569.0,0,1000
1963,3927,9329華南朴子,570.0,1000,0
1963,3928,9329華南朴子,572.0,0,150
1964,3929,9331華南鳳山,560.0,1100,0
1964,3930,9331華南鳳山,561.0,2010,5000
1965,3931,9331華南鳳山,562.0,1000,3000
1965,3932,9331華南鳳山,563.0,4100,0
1966,3933,9331華南鳳山,564.0,1000,0
1966,3934,9331華南鳳山,568.0,5000,0
1967,3935,9331華南鳳山,571.0,1000,5000
1967,3936,9332華南楠梓,559.0,1000,0
1968,3937,9332華南楠梓,560.0,2000,0
1968,3938,9332華南楠梓,561.0,1200,0
1969,3939,9332華南楠梓,562.0,0,2000
1969,3940,9332華南楠梓,563.0,1000,0
1970,3941,9332華南楠梓,564.0,0,1100
1970,3942,9332華南楠梓,565.0,1001,1000
1971,3943,9332華南楠梓,568.0,0,2000
1971,3944,9332華南楠梓,571.0,0,1000
1972,3945,9332華南楠梓,572.0,0,100
1972,3946,9332華南楠梓,573.0,0,1000
1973,3947,9332華南楠梓,574.0,1000,0
1973,3948,9333華南長虹,560.0,2000,0
1974,3949,9333華南長虹,561.0,70,0
1974,3950,9333華南長虹,563.0,0,1000
1975,3951,9333華南長虹,565.0,0,190
1975,3952,9334華南世貿,560.0,3000,3000
1976,3953,9334華南世貿,562.0,0,3000
1976,3954,9334華南世貿,563.0,1000,1000
1977,3955,9334華南世貿,566.0,1100,0
1977,3956,9334華南世貿,569.0,1000,0
1978,3957,9337華南內壢,560.0,1000,0
1978,3958,9337華南內壢,561.0,2016,0
1979,3959,9337華南內壢,562.0,6000,0
1979,3960,9337華南內壢,563.0,2000,0
1980,3961,9337華南內壢,565.0,0,50
1980,3962,9337華南內壢,566.0,1000,0
1981,3963,9337華南內壢,567.0,1000,0
1981,3964,9337華南內壢,568.0,20,0
1982,3965,9337華南內壢,570.0,0,1000
1982,3966,9339華南竹北,560.0,2000,26000
1983,3967,9339華南竹北,561.0,10000,1000
1983,3968,9339華南竹北,562.0,31000,40000
1984,3969,9339華南竹北,563.0,29000,2000
1984,3970,9339華南竹北,564.0,1000,1010
1985,3971,9339華南竹北,565.0,0,1000
1985,3972,9339華南竹北,566.0,5000,0
1986,3973,9339華南竹北,567.0,1000,0
1986,3974,9343華南頭份,560.0,1000,0
1987,3975,9343華南頭份,561.0,2000,0
1987,3976,9343華南頭份,562.0,150,0
1988,3977,9343華南頭份,564.0,1000,0
1988,3978,9343華南頭份,565.0,1000,0
1989,3979,9343華南頭份,567.0,0,2000
1989,3980,9343華南頭份,569.0,0,1000
1990,3981,9343華南頭份,570.0,0,1000
1990,3982,9347華南敦南,558.0,1000,0
1991,3983,9347華南敦南,559.0,1000,1000
1991,3984,9347華南敦南,562.0,3000,1000
1992,3985,9347華南敦南,563.0,3000,0
1992,3986,9347華南敦南,564.0,1000,0
1993,3987,9347華南敦南,565.0,100,0
1993,3988,9347華南敦南,566.0,100,1000
1994,3989,9347華南敦南,567.0,1000,1000
1994,3990,9347華南敦南,570.0,0,1000
1995,3991,9347華南敦南,571.0,0,1000
1995,3992,9349華南合泰,558.0,1000,0
1996,3993,9349華南合泰,561.0,2000,0
1996,3994,9349華南合泰,562.0,0,1000
1997,3995,9349華南合泰,563.0,1000,0
1997,3996,9352華南桃園,558.0,0,1000
1998,3997,9352華南桃園,565.0,1000,0
1998,3998,9352華南桃園,571.0,1000,0
1999,3999,9358華南東勢,560.0,50,0
1999,4000,9358華南東勢,562.0,100,0
2000,4001,9358華南東勢,563.0,100,0
2000,4002,9358華南東勢,564.0,0,80
2001,4003,9358華南東勢,565.0,0,20
2001,4004,9358華南東勢,573.0,0,10
2002,4005,9359華南中正,560.0,0,2000
